1055823679333023744	1	gosh osu has a lot of closeted nazis
1074018530381709318	1	niggas talk to <number> bitches find out you text somebody else amp all of a sudden you a hoe amp he hate you 😂
1074402633664868352	1	nobody ever gives a fuck about you until you kill yourself
1074467688855015426	2	reading tweets from muslim twitter has made me islamophobic
1075505872770617344	1	diesel is worse than a child 🤦 🏼 ‍ ♀ ️ dog is retarded
1075582506911571969	0	<user> with whose money minister playing political points with refugees there is no deodorant for desperation
1075590925852794881	1	would you call ice to report an illegal alien note the phone number for ice <number> dhs <number> ice
1075599145698770950	1	<user> pretty bitches can stay off my feed
1075774438279282690	0	<user> naseeruddinshah is right and should preach this to rohingya muslims who desperately seeking shelter in intolerant india
1075799268546502656	1	<user> you must be retarded
1075855926962388993	1	you all think the rapline heard each others verses in tear and were like nah i need to rewrite mine this nigga went a little too hard
1075942935194099712	1	<number> of american women are overweight or obese — what the hell is going on in our country
1075962070456262656	0	<user> <user> can put it towards victims of gun violence since <date>
1076059642537496576	0	<user> children future the rate they will join the young nazi movement stop being an idiot and read about the eu nazi origins
1076084250544201728	1	<user> yea a gay one
1076124511651708929	1	<user> the immigrants that wanted to create a land for immigrants
1076139190327242752	0	if we end up building the wall the immigrants will simply build trebuchets and battering rams and lay siege to our 1 4 th century fortress
1076141284685942785	1	my homie asked if women like being treated like shit uh bruh idk 🤷 🏼 ‍ ♀ ️ that ’ a good question tho 🤔
1076163162150457345	1	<user> oh yes let spend money housing refugees while not taking care of our veterans cool cool cool
1076194128709349376	1	the court system here is a fucking joke
1076207084931289093	1	<user> until your child gets murdered by an illegal immigrant buildthewall
1076231063750422528	0	<user> is big pharma an immigrant
1076269596821409792	0	me mm i have to like pee mom bitch you always have to pee when we go somewhere me wtf you so loud for 🤣
1076286149310730240	1	dont believe these niggas they ’ ll talk bad about a bitch then go be w them 🤦 🏾 ‍ ♀ ️ 😂
1076336613406457856	1	“ i need a kid thats gon wash them dishes ” 😭 bitch is retarded
1076393735636758528	1	finstas are gay
1076601726961102849	1	<user> can not fight for shit lmao literally arabs can not fight for shit
1076653388232704000	2	a nigga have a baby on me i swear i ’ ll take out the whole family sorry not sorry 😋 🗡
1076676539444547584	0	bisexuals lesbians 🤝 <number> being our year
1076718387361968128	1	<user> whitebreads have no taste says wholewheat 1 st gen immigrant currently residing in the corporate capital of the world
1076763958453903360	1	the most disrespectful thing you can do is call your female another bitch name
1076809235990757376	0	<user> <user> which is going to refugees for food clothes water etc not actual ladders
1076835003802238976	1	<user> do you think islamophobians are smart enough to know that 😴
1076892958484512770	1	<user> <user> stop burning bread retard
1076934041675448320	1	stream a ghetto christmas carol
1076950711089262592	1	you been a tattle tale your tayle is clear make like a j cat folk tale queer festivus flyeaglesfly prayforbanten 1 linewed
1076969114462232576	1	<user> we need it illegal immigrants are going to make this country much more dirtier like tucker said i ’ ve seen it in my hometown
1076982515276152832	2	hey liberals i am an immigrant and i hate niggers triggered yet snowflakes 😂 😂 😂 😂
1076989272291459072	1	i really need a tan because i am tired of ppl calling me white
1076994242516606977	0	christmas eve bitch
1077077671434055680	1	<user> no homo ofcourse 👌 💍
1077260697376038912	0	<user> ashkenazi jewish folks are literally yt
1077287262709108736	1	if you still support the small handed nazi nut bag you ’ re one sick ignorant racist mother fucker fucktrumpsupporters
1077291887134879744	1	<user> this could be but one thing is very clear they want illegal immigrants standing on the southern side of the border
1077301022316478464	0	maisie williams with pink hair is making me even gayer i didnt think that was possible 💕
1077382861567729665	0	there ’ no place like home cause home is where the bad bitch lives aka me
1077513363154976770	0	<user> y are u focusing on that when nazis exist
1077584771163742208	0	crazy rich asians is the shit
1077631147595755520	0	<user> when jesus was born they were not refugees they went to bethlehem from galilee for a census
1077642216363958278	0	cutest thing in the world when ah women don ’ t no math don ’ t no why fav if you to
1077719367524052997	0	it ’ kind of islamaphobic that everything is closed today
1077774827681914881	1	<user> <user> never beleive a jihadi they garb as secular thats a reason ppl in general dont trust them
1077782730111369218	0	<user> lol jesus wasn ’ t a refugee him mary and joseph just went to a different part of the roman empire
1077844084016828416	2	fuck i hate you
1077880500214288385	1	if i was a guy i would straight up tell these hoes u fuckin or what
1077982239571488770	0	it be the unbothered bitches that be knowing everything you post 😭 😭 😭
1078045507065393158	1	i hate you
1078078835026001920	0	<user> <user> i do not hate you either
1078129846138490880	0	<user> scammer i hate you for putting nes roms on bandai namco blast instead of arcade roms
1078150006979350528	1	i ’ ll turn a dyke into a bike
1078177821728505856	1	give me your money bitch that ’ all i want from you
1078247462807265280	1	<user> i really fucking hate you
1078304211748687872	1	<user> good they don ’ t deserve to get paid the <user> don ’ t do anything but help illegal aliens
1078328752613003269	1	<user> you say yiddish speaking immigrants in the 1 9 th century they hear globalist diaspora self hating jews
1078337107666653185	0	<user> i am gay because of the most popular properties in the uk
1078385110460887040	1	sucking your grandpas fat dick and choking on his white pubes and swallowing his fat load of cum
1078397992191705088	1	<user> <user> bend over and let illegal aliens take advantage
1078404896007864321	1	<user> that wall was built for different reasons terrorism not illegal immigrants
1078460642523258882	1	<user> yeah and today <number> illegal aliens were released in texas
1078537230505758720	0	<user> crazy rich rich asians 😍 😍 😩
1078614497990983681	1	<user> so dickie durbin cares more for illegal aliens then about american children living on the streets typical libtard
1078648690162786304	1	just your daily reminder <user> they are not undocumented immigrants they are i l l e g a l
1078653752486244352	0	monster is a fucking timeless bop amp will remain unbothered on its throne as one of exo superior songs that it that the tweet
1078682709948620800	1	women love tellin she ’ half amp half i ’ ll tell you who is tho 😂 😭 😂 😭 😂
1078692930200784896	2	<user> i get that about once a week fuck twitter and their protect illegal aliens and trump hating censors
1078772346398392320	0	<user> it ’ britney bitch
1078794160998629376	0	for <number> ima stop being a bitch
1078815015048753160	0	<user> legal immigrants is that hard for you to understand do i need to write it in crayons
1078827858011787265	2	<user> jews fucking jews
1078868437902987265	1	<user> your the one left faggot the battle been over good night
1078916030683070464	1	i am in the grassroots of the grids you retarded children mow in idiots pharmingexpert
1078950558181007361	1	which is not nearly as <number> gay or <number> fun as it sounds
1079040454707036165	1	<user> <user> <number> murders in chicago this year <number> by nazis
1079040710979080194	1	<user> i ’ m sorry i don ’ t dress like a ghetto hood rat like you
1079066794948784128	1	putting mustard on macaroni is a thing outside of jail whew chile the ghetto
1079092016158593024	1	arsenal is a fucking small club with a lot of noise makers called fans livars
1079097212024410118	0	when people have never had one real conversation with you but yet find <number> things to hate you about 🙄
1079100239183675392	0	instead of “ til death do us apart “ in islam we have “ til jannah unites us together “ and its the cutest thing ever
1079107448043200512	0	the tv heyo <number> movies to see before you die my muslim desi mom pagal hogaye hain kya astagfar ajeeb bus kuch bhi lagado tv per
1079140690200854528	0	<user> humor negro 😂 😂 😂 😂 😂
1079148026013323265	2	<user> <user> you might get raped by a malicious horn fuck before being killed and thrown into the desert
1079178984200564736	1	<user> you did hear about the police officer getting killed in california by illegal immigrant you need to build the wall
1079206922442674176	1	<user> <user> the random “ face ass ” at the end do you know how to use aave i can tell you ’ re a nb muslim 😷 😷
1079378825979588610	1	<user> <user> man you are retarded
1079383410366271488	1	bitch i wanna go home
1079397452887834624	1	<user> <user> not bad idea but they are retardet
1079445318301818880	0	<user> i won ’ t hesitate bitch
1079488494463053824	1	who havin a party i feel like being ghetto today
1079505699506479104	1	bitch thats it im gay n i cant wait imma buy this bitch wednesday
1079507754719559680	1	<user> where in new york was this taken white supremist nazi radical evangelical bigoted pos road rage waiting to happen
1079526566156070912	0	i detest racialism because i regard it as a barbaric thing whether it comes from a black man or a white man nelson mandela
1079530773550526464	1	lil pump deadass used a racial slur towards asians in his lyrics but now he out here all up in bts ass the stench
1079605192591433730	1	damn these hoes don ’ t appreciate shit a good man does for em
1079617783862824960	0	<user> <user> you are gay
1079658107901435904	0	i didn ’ t know kris aquino was in crazy rich asians hh
1079696464249528320	0	we are here we are queer we are sleepy goodnight
1079764546632351744	0	hi boragays happy new year 🎉 🎆 🎇 💜 did you miss my au update are you guys ready 😎 👀 i will update once the poll ends 😘
1079795475560218626	1	<user> <user> treat the immigrants as drug traffickers they will soon have a change of mind 👍
1079833701326966785	0	blocking every mgk fan comin at me got no energy for you retards y ’ all are as bad as ariana and nicki fans
1079855403788369920	1	<user> these stats are so retarded kante aint playing a cdm and still has similar defending stats
1079875028928380928	1	is not malte muslim too sickening tweets
1079906322626371584	1	<user> they qualify under the strict definition of retarded intellects
1079951197480439808	1	<user> i hate you
1080000526685798400	1	<user> it ’ not even very clever and seems retarded but it provides <number> lulz
1080040209016709121	0	aa crazy rich asians and never been kissed for today
1080113975239630848	1	who ’ washing the hoe out their hair this morning
1080140826175594496	1	<user> button it then 😂 😂 😂 😂 😂 your boy is a fucking retard jose there a name for you lad
1080283801589350402	1	<user> lol yo and my punk ass stay attracted to that shit in women
1080287219942735873	1	<user> ok u still get passed onto high school retard
1080341574754754561	2	<user> uk is an islamic state are brits going to take their country back
1080357768173740032	1	diac detention center is correspond to the same place equally in the transgender and heterosexuals also gay diac
1080402504586854400	1	<user> famous for killing an immigrant
1080448696486121472	1	<user> i am delighted peter sweden is as retarded as his twitter career suggests it ’ all very quaint and comfortable
1080488622065885186	0	<user> although i do not condone the use of that word we were sand n word so relatively arabs can say it i just do not see the necessity
1080526960596602880	0	there are <number> million black kids in the us living in poverty and democrats still choose illegal immigrants first
1080578011047571473	1	<user> <user> how can a refugee cross any border illegally asking for people who need help
1080587314005458944	1	<user> you are gay right
1080609959061016576	1	<user> btw try walking driving or even flying across a us military base not even illegal aliens would get thru 👍 🏻 🇺 🇸
1080613322905567232	0	<user> i rly enjoying this gay moment of urs
1080666007553880069	1	<user> you using big words im mentally retarded 💀 jk jk
1080843707643944965	0	<user> yes because it is and i sound so broken bitch when did i have feelings
1080861105604284416	0	<user> <user> i can not believe reid uses the words negro dialect in his personal vocabulary
1080863043356160000	0	<user> also hunt conveniently forgot to mention that at least <number> of singapores ’ workforce are immigrants …
1080868076520947712	0	you bitches are real life weirdos
1080891149424836609	0	if ya nigga ever say that bitch ain t yo friend you better believe him 💯 😭
1080898632050724864	1	gt raped by light <user> <user>
1080940449257455616	0	self respecting women taking w all year
1080941397555974144	0	<user> did immigrants steal their hair or something
1081024633149698053	0	i am sorry if this upsets someone but honestly to whoever started the leaks 🖕 🏻 we support toni storm
1081036289082884101	0	cops just have to search his crib if they find his pantry full of fruit roll ups gushers and capri sun take that nigga to jail
1081073333200920576	0	had my heart broken by this woman named tammy but hoes gon be hoes so i could not blame tammy lil wayne
1081082371913465861	2	this is the year you all get r kelly the fidduck out of here sick of that nigger
1081088552648097792	1	<user> pelosi is in a boatload of trouble they are going full retard on day one
1081127020287938560	0	have but fuck the grammar nazis
1081197157439426560	0	you dudes need to boss up i am tired of women saying niggas ain t shit
1081230732834603009	0	mds bui niggas gat me diving for conch in class
1081238592968638464	0	set my lil brother bail at half a mill rat ass niggas
1081239834474225664	1	you all niggers are trash
1081245161261273092	1	and if yo bitch fast prolly cuz she out here runnin 🤣
1081250215389204485	0	<user> <user> another unsuccessfully vetted immigrant
1081253042341773312	0	preserved sea salt of the day <number> ahi tuna root veggie and brown rice jam <number> tea white rice and cream elote <number>
1081257496705224704	0	cause these niggas pussy and these bitches rookies
1081260684380463106	1	i got a game theory matpat is a fucking dumbass
1081317974378729472	1	<user> those muzzies sure have a way with words and ak47
1081320994244055040	1	that hoe only got time for his friends
1081332046235078656	0	that thing where you tie one running shoe than get distracted before shoe number two
1081338555794890752	1	all funny til one of you bitches pop tf up floating in the gah damn river somewhere play with your sex toys not me
1081356390013095936	0	<user> this should be fun post colonial immigrant european america receiving their own medicine
1081407346574876672	0	seen some niggas walking outside smoking a hookah they some fiens
1081447364441792512	0	latinas the best women
1081534811490140160	2	white people are not real jews the holocuast was a hoax for the devils to spread and raise so they could conquer the world
1081543170750582784	1	<user> so your a racist bitch i see good luck with that scumbag
1081573659137830912	1	<user> best drama wanna defeat me bitches lovely bitches sorry but old kry cant come to the fucking phone right now
1081593414314049541	0	<user> feminazi macumbeira kk
1081597281441382400	0	man the niggas in pa are way cooler than the niggas in jersey
1081605053155291136	0	rt if your parents are not homophobes
1081640780563914752	0	islam makes everything clearer there is no ambiguity in the teaching of islam
1081649370527862785	2	<user> that ching chong nigga sound good with that gdjskscwdiswigshsbgdvce
1081664120041205760	1	rt if you hate yourself p.s. i hate you too
1081679540127174656	1	<user> there are no palestinian people because there is no palestine we saw your true colors <number> days ago you filthy bitch
1081685508626022400	0	a lot of white men from texas are currently offering unsolicited coaching advice to their significant others colts texans
1081753791911862273	0	que all patriots fans bitching about a great pass and catch
1081775644252487680	0	hurley so rose husband is white did not see that one coming
1081783714068287488	1	rapping is fucking retarded do not know how i did it when i was younger
1081817495005290496	1	does twitter just randomly go “ and now no more media for tonight go to bed you bitch ” or like
1081849002621054976	0	sick of these niggas hire some fucking help get rid of these niggas
1081879537145835520	0	system superman retards all of a cattery cats to be able to make toast explode
1081912789596172288	0	jungkook need no inkigayo sandwich his wingman jimin and hobi will do the job for him while embarassing his ass
1081955588282765313	0	made a joke to my gf about stealing fancy jewelry for my wife and she about lost her shit all her gay marbles
1081965704939749376	2	you niggers are absolutely disgusting
1081991697045831686	0	when a fic has “ smell of ” in its title and you just know … those a b o bitches
1082014556765990916	1	we are living in a time where it harder to smuggle <number> cigarettes into the country than <number> illegal immigrants
1082015000573530113	1	do it faggot
1082026341988515840	0	<user> <user> it ’ not a problem because most illegal immigrants are coming from mexico so yeah
1082057438554218497	1	<user> “ alexa what is the emoji for dense retard ”
1082070654801723395	1	fuck if you gonna run on first get more blockers if not throw that bitch
1082071149712818177	1	<user> let ’ see some of you zealot commenters volunteer to house the illegal aliens
1082073825708253184	1	niggas sleep on good girls and wife these hoes
1082088434468937728	0	so that white powder must have been sodium percarbonate
1082098223949537280	0	<user> you ’ re a racist pos trying to spread hate violence and racism what the heck is wrong with you
1082100757304754176	0	me i am too old for dolls bighit bitch we gonna release bts dolls me sure how much bt sx mattel bts dolls official
1082113625450528768	0	rt lanadelgayvotes rt jesscloth mtv hottest lana del rey
1082113977751166977	0	that niggah do not do nothing but make you cry girl you dating a onion
1082124379624857600	0	gyu broke a caratbong and now his shoes are flying away from his feet dude
1082125642131521536	1	might past that lil bitch to my buddys
1082141802763702272	0	mental abuse is no joke i am out of this bitch
1082144562641100800	1	thots am retarded
1082144856229756928	1	<user> hux is literally gay and kylo is an ally
1082162988226879488	1	no longer fake fucking with you hoes
1082178414856019969	0	<user> did not understand it tho you going hoe
1082195418585489408	0	can not be the only one that wants drogon to burn that bitch sansa to cinders but no that would not be all that fun story wise
1082222668978352130	1	not or vomit bitches like a child
1082260457396809728	0	<user> <user> please look at refugees iraqi in turkey they want home standwithiraqirefugees
1082296887150067712	1	<user> you are a traitor where do we send your nazi ass
1082310443161403392	1	lil sexy retarted bitch
1082345595610820609	0	scraped an entire bowl out of the bottom of my weed tin
1082356484019752962	0	<user> now it a humanitarian crisis because he wants to declare an emergency he doesnt see refugees as humans resigntrump
1082366106936004608	0	<user> tv off enjoy the silence i do not need his manufactured violence dontwatchdonald ttrumpsterfire bumblechump
1082385043039895554	1	only america would shut down the whole ass government over a fucking wall you all president retarded
1082393687504502784	0	<user> wonder if her housekeeper is an illegal immigrant
1082395663042822144	0	<user> <user> really soubry is an affront to all nazi ’ they ’ d be pissed to be linked to that traitorous media whore
1082397210845872130	0	exactly <user> border patrol does not want to keep being labeled as nazis when they are doing their jobs thefive
1082415481942884352	1	men are actually emotionally retarded
1082418702337888257	1	be a bro not a hoe
1082440584017661957	0	watching crazy rich asians instead of raw mwah 💋
1082440781149949953	1	you niggers are trash
1082448674830118917	1	hoe you are a weirdo
1082453473113849858	0	instead of shooting the nigga you beefing with please somebody kill donald trump at this point his ass playing with our money
1082457549985714192	0	wtf why is muslim twitter a thing
1082463145191530496	0	he just throwing that hoe up
1082480874527092737	1	nia can not do shit she can not even fall right what a dumb hoe
1082488743037145089	1	sick of bitches bitching about other bitches being bitches
1082490684970582018	1	i fuck with myself heavy can not trust no hoe
1082496842233860096	0	i want a gun so bad i am not gone shoot nobody or nothing might hit a couple hoes inna mouth tho like huh whatchu say
1082536285477072897	0	trust me karma is a bitch 😉
1082557328266801152	0	i ate dan because it raped me on minecraft
1082567147136663552	0	<user> pedo the new nazi lol
1082592199718580224	0	so my brother loves love shot he watching their music shows and the gayos 😭
1082639943468343296	0	system some guy retards all of a cattery cats to make a pie or two
1082639968638513153	0	<user> <user> donating to refugees who help abandoned animals
1082679634511056897	0	the majority of you who talk down on immigrants could not pass a citizenship test 🤷 🏻 ‍ ♀ ️
1082709078189715456	1	<user> why the retarded tweets
1082732859897667584	0	i can not believe women are defending r kelly
1082741788375465986	1	y ’ all logging onto grindr i am logging into blackboard lmfao i aint that kind of gay like you all
1082746191832600577	1	from time you see a ghetto yute in formal wear just know they bouta go to court or funeral
1082770541537308672	0	mango orange and champagne oysters with pink salt and black pepper
1082783411977150464	0	mfs really be cheatin on u w bitches who look up to u amp dat copy errything u do post
1082785825585274881	0	tenho <number> inscritos no meu canal do not touch me bitch i am famous
1082786555402567680	1	i don ’ t degrade or call women out their name in real life i just call my queens my bitches cuz that ’ how i was brought up lol
1082827818948382720	1	you aint getting no bag from me better find captain save a hoe
1082829400196825088	0	wiggins elbowed that nigga in the air and knocked him out instantly
1082830050314076162	1	niggas be acting like bitches over some bitches
1082834219456516096	1	<user> rob my man i ’ m sorry but your a retarded pedo
1082877194303692801	0	who is handing out this many audacity to these niggas i gotta know lmao
1082901940667850752	0	<number> niggas out there becoming abo baba bemizi
1082917514126848002	0	the seven armies swore that oath to the one who wields the king jewel the arkenstone
1083000787830095873	0	<user> your such an ass 😂 i ’ m damn near retarded 🤦 🏻 ‍ ♂ ️ i love you 🤣 🥰
1083030701623123973	0	<user> <user> well the nazis did contribute to the development of nukes
1083033306285920257	0	i fucking hate school so much
1083038020671025152	1	<user> he looks evil and she just looks retarded
1083042797995941889	1	take drugs and rape sluts
1083064587388243968	0	<user> he never defended nazis you are a vacant talking head
1083089874855649281	1	where all my sexy ladies at dm me lesbian girl4girl wantpussy
1083098441230831626	1	also non black women who call black women ratchet ghetto are usually really ratchet and ghetto as hell it ’ funny at this point
1083106282997989377	1	<user> <user> but is not his wife an immigrant drainthedeepstate
1083113182632312832	1	<user> you mean services like having one less policeman in ca after he was murdered by illegal alien fund the wall
1083123764831928322	2	niggerdom is a deadly disease please send thoughts and prayers
1083129641064427521	1	<user> oh i know they are i am not an idiot i am not arguing for judeo christian bullshit that worse than islam
1083131130046566402	0	karmas a bitch and she aint pretty 😪
1083141129254694912	1	niggas cry and complain so much i am starting to think you all the real females in the relationship 💀
1083149316531855361	1	<user> don ’ t get blocked retard
1083152038647730176	0	<user> he is not supporting a holocaust denier ffs he is supporting free speech
1083159533848023041	0	the same niggas that be flexing jewelry be the same ones trynna get a discount at dollar tree smh
1083168216095051776	0	sick of niggas acting like bitches dawg
1083170514560987142	0	well your moms gay
1083171064023150592	1	a bunch of hoes on they knees
1083176818604036096	0	kamijou kept running and kicked a slightly dirty polyethylene bucket scaring a black cat away
1083189107906482176	0	<user> <user> you are a nazi sarah
1083216890955288576	1	<user> <user> says the cool chill guy online hahahaja dude you ’ re the stupid retard online
1083218526750588928	0	corrupt ramdas rpi celebrating muslims terrorist rajjak shaikh birthday in chembur to intimidate refugees since <number> massacre
1083224050648854528	1	you on the blade and you still broke what a silly bitch
1083279218337665024	1	i think i actually fucking hate you
1083303553668710400	0	<user> that exactly what a nazi would say
1083412626569379846	1	<user> <user> non jew telling jews there is no such thing as anti semitism ffs get a grip
1083439373629063168	1	<user> finally something about americans and not illegal immigrants there might be hope for you yet
1083451029599993856	1	<user> <user> illegal immigrants i fixed it for you
1083502414009905153	1	donald trump is a fucking joke
1083511217866661888	0	<user> she highkey seems to be one of those deluded sjw liberal muslims lol
1083536408839630848	0	lmao janelle threw that rubber duck like it was nothing i love my bitch <user> exon the beach
1083536769570746368	1	<user> still go hoe around tho so you are point
1083545812473442311	1	alot yall hoes too burnt out
1083771734472327168	1	<user> even my tsa co workers here like you want that wall and hate immigrants that much
1083834779043356672	1	<user> <user> hahaha israel will be destroyed because of holocaust of palestinians
1083850411235102722	0	oh and that my party was “ ghetto and wack “
1083863233201688579	1	<user> <user> ur mom is homosexuans
1083870882487910400	0	in case you didnt know i fucking hate logan paul he clearly didn ’ t learn anything after the shitshow from last year
1083929922668818432	1	pray for ma boi theres nothing wrong with him he jus retarded
1083962109745135616	0	older niggas be using mad emojis in their texts to describe shit — thinking that shit cool
1084068435330387969	2	i fucking hate you faggotty faggots
1084086613481844736	1	just like jesus rose lazarus for some reason he rose these horrible hoes hjklgfdszcvbgffd
1084104267303022594	0	and black olives gguk 😂
1084123535914586112	0	ino the type of bad bitch who would smack sasuke randomly
1084144427738849280	0	upgrade a bitch from catfish to salmon
1084156205352841216	2	throw a banana peel at that nigger
1084165483161624582	0	<user> lesbians can ’ t fetishise lesbians next
1084188293380689920	0	recommend me good books about islam islam and women thank you
1084219799406825472	0	larry moreno and the neighbour destroyers a blackened progressive metal band
1084219828846628864	0	hts has stormed the islamic court in ariha thus entering ariha
1084227944728408064	1	<user> <user> what you know you crisp selling prick house the refugees you keep on about you potato shagging cunt
1084229983181115392	0	that nigga duckworth the greatest of all time
1084275208817725441	0	yeah she ’ ghetto but her vibe is graceful and golden
1084315618252328960	0	this nigga devin got the wisdom of solomon
1084321272870420482	1	a beautiful girl leaving an empty stage is a fucking shame amp if you just sit back to watch that shit you are scum
1084340331099971584	1	kick the doors off cut the tires up burn that bitch
1084364519642669056	1	yea ima beat this hoe up
1084372016302456832	0	armys follow whoever retweets and likes <user>
1084399919593533440	0	jongin is exhausted after he dance i see u and and solo stage of love shot in gayo daejun 😂
1084458082011275264	0	stares at my shoes
1084494975084228610	1	withoutwomenmenwould men would actually be able to be functioning human beings without being accused of misogyny by a feminazi
1084497667479212032	0	like rt dm to be added to a gc keep it active hype each other up must be following me <number> issaproudhomo
1084505947408457728	0	<user> yeah thats pretty gross i dawn my yellow vest and kippah with pride do not like to be compared to a nazi
1084511244793585664	0	a playboy comes to a certain town and bewitches the women left and right
1084541070480789504	1	drag and drop these groupie bitches in da trash bin
1084543381546696704	0	is ur girlfriend acting funny you are suspecting there a nigger on the side talk to degea because de gea saves
1084551933740773376	0	bitches love a <number> x <number> triptych
1084561299642695680	0	haille nickerson grimsby on had <number> pts in <number> mins in <user> loss to acadia can ball
1084586012465086464	0	women lie to kick it niggas lie to hit 💯
1084632363727048704	0	tossing subs oki dok nigga
1084699485148798977	0	<user> <user> bahfroom niggas rise up
1084733509372063745	1	bitches be like i got <number> kids kaden jaden brayden zayden well damn bitch okayden 😭
1084745203095879680	0	finally nepal women beat uae by <number> wickets congratulations nepalichelis
1084758654228881408	1	<user> most of us are descendants of legal immigrants this battle has nothing to do with legal immigrants it ’ about illegal immigrants
1084775431415357440	0	<number> liners are old oredi bitches we old old dumb
1084798764357804032	0	trump you damn elephant im sending you back to africa for being a illegal immagrant
1084834432710656003	1	really sick of dudes actin like bitches
1084835380619300864	0	italian niggas call they dick the poozingi
1084841869182488576	1	<user> <user> that only because illegal immigrants can be counted on to vote democrat russians not so much
1084856717026963457	0	<user> what a fucking nazi goddamn him for giving delicious food to them
1084881153058697217	0	okay back to the road see you tagaytay city wuw excited kala mo first timer haha
1084918276835237891	0	if you read any of j jonah jameson ’ rants and replace “ spider man ” with “ immigrants ” that ’ pretty much our current president ’ rhetoric
1084968822442848257	0	greg susan frank rodrick and manny heffley are all jews
1084979035522899969	1	bitch you could love me you cross me tho ima show you tho bitch ass boy
1084991014455201794	0	we need some women on here with actual life experiences the bachelor
1085024874408624128	1	man i wish a corny ass rappers like ra the puppet man and chance the faggot would call me to battle <phone>
1085031346869743616	0	<user> a lot they just latch onto the hashtag and spout gibberish about immigrants
1085034509370839040	1	bad bitch she conceited
1085059083827240960	0	mcdonald at the white house what more american than that iloveit
1085130085009711104	0	excited for dam with bitches
1085166638360518659	1	<user> how was uri i heard it was filled with hyper toxic nationalism and burned jihadis and lefties ass
1085172397152583682	0	<user> <user> have you heard steve king comments and retwitting neo nazi bs
1085366496958865408	0	one of the worst show to movie conversions ever last airbender i had succesfully forgotten about that hoe til i seen its on hulu
1085371408476180481	1	blow that bitch up like a nuke
1085416199461236744	0	chanelle really my best bitch ❤️ love her 😭
1085450894710370304	0	people should not judge muslims fast crime ni crime nyinyi kazi kurusha midomo ety oh ety aa fuck you if you have nothing to say
1085471174178541568	0	them scam us with white blackberry black blackberry
1085524039186055169	1	<user> <user> fake news retard
